Date,Market Return,Rolling Volatility,Market Regime,Period
2018-09-06 00:00:00-04:00,-0.0030100073801231364,0.00462305059446842,Low Volatility,Train
2018-09-07 00:00:00-04:00,-0.0019436918470622233,0.004636976267437474,Low Volatility,Train
2018-09-10 00:00:00-04:00,0.0017386412447362165,0.004325406260796235,Low Volatility,Train
2018-09-11 00:00:00-04:00,0.0032971106000339034,0.004214909704801282,Low Volatility,Train
2018-09-12 00:00:00-04:00,0.00024248928637971012,0.00403966639333727,Low Volatility,Train
2018-09-13 00:00:00-04:00,0.005914302755696266,0.0036686700838088494,Low Volatility,Train
2018-09-14 00:00:00-04:00,0.0001720872572468224,0.0033427293892860184,Low Volatility,Train
2018-09-17 00:00:00-04:00,-0.005294090601860479,0.0035914385861350565,Low Volatility,Train
2018-09-18 00:00:00-04:00,0.005426027371965958,0.0037307654248719276,Low Volatility,Train
2018-09-19 00:00:00-04:00,0.0010654150883013802,0.003715904354295073,Low Volatility,Train
2018-09-20 00:00:00-04:00,0.00810378161877967,0.0040332171875304065,Low Volatility,Train
2018-09-21 00:00:00-04:00,-0.0009136630668435952,0.004020133139297521,Low Volatility,Train
2018-09-24 00:00:00-04:00,-0.003321902688275702,0.003986469233217641,Low Volatility,Train
2018-09-25 00:00:00-04:00,-0.0009275686441474473,0.0036375684668943586,Low Volatility,Train
2018-09-26 00:00:00-04:00,-0.0029925251190602298,0.0037155396482110984,Low Volatility,Train
2018-09-27 00:00:00-04:00,0.002794359765859511,0.003568764078475965,Low Volatility,Train
2018-09-28 00:00:00-04:00,0.00010293098335911743,0.0034331462396164493,Low Volatility,Train
2018-10-01 00:00:00-04:00,0.0034742713189199748,0.0035043704060672117,Low Volatility,Train
2018-10-02 00:00:00-04:00,-0.000582450913925725,0.0034758952469495148,Low Volatility,Train
2018-10-03 00:00:00-04:00,0.000548778564612773,0.0033922332751160963,Low Volatility,Train
2018-10-04 00:00:00-04:00,-0.007815952428421813,0.0038126473736425797,Low Volatility,Train
2018-10-05 00:00:00-04:00,-0.005597274585057543,0.004015718690539614,Low Volatility,Train
2018-10-08 00:00:00-04:00,0.0,0.004001084257846465,Low Volatility,Train
2018-10-09 00:00:00-04:00,-0.0014590396828154661,0.003947348031013285,Low Volatility,Train
2018-10-10 00:00:00-04:00,-0.031663015876787104,0.00809241758239704,Low Volatility,Train
2018-10-11 00:00:00-04:00,-0.022026396413241223,0.009070769305416646,High Volatility,Train
2018-10-12 00:00:00-04:00,0.013888177981689731,0.009814819920599833,High Volatility,Train
2018-10-15 00:00:00-04:00,-0.005617049479164193,0.00982016641099759,High Volatility,Train
2018-10-16 00:00:00-04:00,0.021865650145721283,0.011110780113076797,High Volatility,Train
2018-10-17 00:00:00-04:00,0.00017854066076927744,0.011101542977040245,High Volatility,Train
2018-10-18 00:00:00-04:00,-0.014441042975838148,0.011208656943844712,High Volatility,Train
2018-10-19 00:00:00-04:00,-0.0005425663169541517,0.011212120323477933,High Volatility,Train
2018-10-22 00:00:00-04:00,-0.0044888959771532955,0.01121852520203885,High Volatility,Train
2018-10-23 00:00:00-04:00,-0.005090816261790088,0.011221260453590565,High Volatility,Train
2018-10-24 00:00:00-04:00,-0.030298504187084796,0.012777050197953983,High Volatility,Train
2018-10-25 00:00:00-04:00,0.0179405889068065,0.013641687988850413,High Volatility,Train
2018-10-26 00:00:00-04:00,-0.017587616492565572,0.013960048942705791,High Volatility,Train
